image_path,class_name,stem
data\raw\kaggle\Normal\Normal- (2777).jpg,Normal,Normal- (2777)
data\raw\kaggle\Normal\Normal- (2708).jpg,Normal,Normal- (2708)
data\raw\kaggle\Normal\Normal- (1902).jpg,Normal,Normal- (1902)
data\raw\kaggle\Normal\Normal- (4530).jpg,Normal,Normal- (4530)
data\raw\kaggle\Normal\Normal- (548).jpg,Normal,Normal- (548)
data\raw\kaggle\Normal\Normal- (42).jpg,Normal,Normal- (42)
data\raw\kaggle\Normal\Normal- (2747).jpg,Normal,Normal- (2747)
data\raw\kaggle\Normal\Normal- (4439).jpg,Normal,Normal- (4439)
data\raw\kaggle\Normal\Normal- (452).jpg,Normal,Normal- (452)
data\raw\kaggle\Normal\Normal- (2514).jpg,Normal,Normal- (2514)
data\raw\kaggle\Normal\Normal- (1501).jpg,Normal,Normal- (1501)
data\raw\kaggle\Normal\Normal- (3234).jpg,Normal,Normal- (3234)
data\raw\kaggle\Normal\Normal- (4138).jpg,Normal,Normal- (4138)
data\raw\kaggle\Normal\Normal- (686).jpg,Normal,Normal- (686)
data\raw\kaggle\Normal\Normal- (4494).jpg,Normal,Normal- (4494)
data\raw\kaggle\Normal\Normal- (1470).jpg,Normal,Normal- (1470)
data\raw\kaggle\Normal\Normal- (2854).jpg,Normal,Normal- (2854)
data\raw\kaggle\Normal\Normal- (1159).jpg,Normal,Normal- (1159)
data\raw\kaggle\Normal\Normal- (4410).jpg,Normal,Normal- (4410)
data\raw\kaggle\Normal\Normal- (1768).jpg,Normal,Normal- (1768)
data\raw\kaggle\Normal\Normal- (3446).jpg,Normal,Normal- (3446)
data\raw\kaggle\Normal\Normal- (529).jpg,Normal,Normal- (529)
data\raw\kaggle\Normal\Normal- (4087).jpg,Normal,Normal- (4087)
data\raw\kaggle\Normal\Normal- (1889).jpg,Normal,Normal- (1889)
data\raw\kaggle\Normal\Normal- (4131).jpg,Normal,Normal- (4131)
data\raw\kaggle\Normal\Normal- (1004).jpg,Normal,Normal- (1004)
data\raw\kaggle\Normal\Normal- (1068).jpg,Normal,Normal- (1068)
data\raw\kaggle\Normal\Normal- (1175).jpg,Normal,Normal- (1175)
data\raw\kaggle\Normal\Normal- (1644).jpg,Normal,Normal- (1644)
data\raw\kaggle\Normal\Normal- (1618).jpg,Normal,Normal- (1618)
data\raw\kaggle\Normal\Normal- (346).jpg,Normal,Normal- (346)
data\raw\kaggle\Normal\Normal- (3316).jpg,Normal,Normal- (3316)
data\raw\kaggle\Normal\Normal- (4753).jpg,Normal,Normal- (4753)
data\raw\kaggle\Normal\Normal- (961).jpg,Normal,Normal- (961)
data\raw\kaggle\Normal\Normal- (3778).jpg,Normal,Normal- (3778)
data\raw\kaggle\Normal\Normal- (795).jpg,Normal,Normal- (795)
data\raw\kaggle\Normal\Normal- (1012).jpg,Normal,Normal- (1012)
data\raw\kaggle\Normal\Normal- (4719).jpg,Normal,Normal- (4719)
data\raw\kaggle\Normal\Normal- (1154).jpg,Normal,Normal- (1154)
data\raw\kaggle\Normal\Normal- (1131).jpg,Normal,Normal- (1131)
data\raw\kaggle\Normal\Normal- (2731).jpg,Normal,Normal- (2731)
data\raw\kaggle\Normal\Normal- (4148).jpg,Normal,Normal- (4148)
data\raw\kaggle\Normal\Normal- (526).jpg,Normal,Normal- (526)
data\raw\kaggle\Normal\Normal- (5028).jpg,Normal,Normal- (5028)
data\raw\kaggle\Normal\Normal- (4165).jpg,Normal,Normal- (4165)
data\raw\kaggle\Normal\Normal- (3516).jpg,Normal,Normal- (3516)
data\raw\kaggle\Normal\Normal- (1304).jpg,Normal,Normal- (1304)
data\raw\kaggle\Normal\Normal- (726).jpg,Normal,Normal- (726)
data\raw\kaggle\Normal\Normal- (1029).jpg,Normal,Normal- (1029)
data\raw\kaggle\Normal\Normal- (1692).jpg,Normal,Normal- (1692)
data\raw\kaggle\Normal\Normal- (3673).jpg,Normal,Normal- (3673)
data\raw\kaggle\Normal\Normal- (4395).jpg,Normal,Normal- (4395)
data\raw\kaggle\Normal\Normal- (1378).jpg,Normal,Normal- (1378)
data\raw\kaggle\Normal\Normal- (301).jpg,Normal,Normal- (301)
data\raw\kaggle\Normal\Normal- (4975).jpg,Normal,Normal- (4975)
data\raw\kaggle\Normal\Normal- (2842).jpg,Normal,Normal- (2842)
data\raw\kaggle\Normal\Normal- (3475).jpg,Normal,Normal- (3475)
data\raw\kaggle\Normal\Normal- (432).jpg,Normal,Normal- (432)
data\raw\kaggle\Normal\Normal- (2139).jpg,Normal,Normal- (2139)
data\raw\kaggle\Normal\Normal- (4149).jpg,Normal,Normal- (4149)
data\raw\kaggle\Normal\Normal- (4325).jpg,Normal,Normal- (4325)
data\raw\kaggle\Normal\Normal- (3653).jpg,Normal,Normal- (3653)
data\raw\kaggle\Normal\Normal- (3459).jpg,Normal,Normal- (3459)
data\raw\kaggle\Normal\Normal- (832).jpg,Normal,Normal- (832)
data\raw\kaggle\Normal\Normal- (187).jpg,Normal,Normal- (187)
data\raw\kaggle\Normal\Normal- (3423).jpg,Normal,Normal- (3423)
data\raw\kaggle\Normal\Normal- (892).jpg,Normal,Normal- (892)
data\raw\kaggle\Normal\Normal- (3055).jpg,Normal,Normal- (3055)
data\raw\kaggle\Normal\Normal- (5042).jpg,Normal,Normal- (5042)
data\raw\kaggle\Normal\Normal- (5075).jpg,Normal,Normal- (5075)
data\raw\kaggle\Normal\Normal- (2736).jpg,Normal,Normal- (2736)
data\raw\kaggle\Normal\Normal- (2574).jpg,Normal,Normal- (2574)
data\raw\kaggle\Normal\Normal- (1206).jpg,Normal,Normal- (1206)
data\raw\kaggle\Normal\Normal- (2051).jpg,Normal,Normal- (2051)
data\raw\kaggle\Normal\Normal- (830).jpg,Normal,Normal- (830)
data\raw\kaggle\Normal\Normal- (4425).jpg,Normal,Normal- (4425)
data\raw\kaggle\Normal\Normal- (2185).jpg,Normal,Normal- (2185)
data\raw\kaggle\Normal\Normal- (4193).jpg,Normal,Normal- (4193)
data\raw\kaggle\Normal\Normal- (601).jpg,Normal,Normal- (601)
data\raw\kaggle\Normal\Normal- (2768).jpg,Normal,Normal- (2768)
data\raw\kaggle\Normal\Normal- (3863).jpg,Normal,Normal- (3863)
data\raw\kaggle\Normal\Normal- (455).jpg,Normal,Normal- (455)
data\raw\kaggle\Normal\Normal- (340).jpg,Normal,Normal- (340)
data\raw\kaggle\Normal\Normal- (4569).jpg,Normal,Normal- (4569)
data\raw\kaggle\Normal\Normal- (2869).jpg,Normal,Normal- (2869)
data\raw\kaggle\Normal\Normal- (1226).jpg,Normal,Normal- (1226)
data\raw\kaggle\Normal\Normal- (281).jpg,Normal,Normal- (281)
data\raw\kaggle\Normal\Normal- (4801).jpg,Normal,Normal- (4801)
data\raw\kaggle\Normal\Normal- (3634).jpg,Normal,Normal- (3634)
data\raw\kaggle\Normal\Normal- (5064).jpg,Normal,Normal- (5064)
data\raw\kaggle\Normal\Normal- (941).jpg,Normal,Normal- (941)
data\raw\kaggle\Normal\Normal- (3473).jpg,Normal,Normal- (3473)
data\raw\kaggle\Normal\Normal- (1971).jpg,Normal,Normal- (1971)
data\raw\kaggle\Normal\Normal- (2557).jpg,Normal,Normal- (2557)
data\raw\kaggle\Normal\Normal- (1370).jpg,Normal,Normal- (1370)
data\raw\kaggle\Normal\Normal- (3096).jpg,Normal,Normal- (3096)
data\raw\kaggle\Normal\Normal- (4600).jpg,Normal,Normal- (4600)
data\raw\kaggle\Normal\Normal- (3405).jpg,Normal,Normal- (3405)
data\raw\kaggle\Normal\Normal- (2241).jpg,Normal,Normal- (2241)
data\raw\kaggle\Normal\Normal- (1022).jpg,Normal,Normal- (1022)
data\raw\kaggle\Normal\Normal- (2384).jpg,Normal,Normal- (2384)
data\raw\kaggle\Normal\Normal- (460).jpg,Normal,Normal- (460)
data\raw\kaggle\Normal\Normal- (332).jpg,Normal,Normal- (332)
data\raw\kaggle\Normal\Normal- (3802).jpg,Normal,Normal- (3802)
data\raw\kaggle\Normal\Normal- (4129).jpg,Normal,Normal- (4129)
data\raw\kaggle\Normal\Normal- (1743).jpg,Normal,Normal- (1743)
data\raw\kaggle\Normal\Normal- (2522).jpg,Normal,Normal- (2522)
data\raw\kaggle\Normal\Normal- (540).jpg,Normal,Normal- (540)
data\raw\kaggle\Normal\Normal- (237).jpg,Normal,Normal- (237)
data\raw\kaggle\Normal\Normal- (932).jpg,Normal,Normal- (932)
data\raw\kaggle\Normal\Normal- (4049).jpg,Normal,Normal- (4049)
data\raw\kaggle\Normal\Normal- (4681).jpg,Normal,Normal- (4681)
data\raw\kaggle\Normal\Normal- (3721).jpg,Normal,Normal- (3721)
data\raw\kaggle\Normal\Normal- (3171).jpg,Normal,Normal- (3171)
data\raw\kaggle\Normal\Normal- (3671).jpg,Normal,Normal- (3671)
data\raw\kaggle\Normal\Normal- (4460).jpg,Normal,Normal- (4460)
data\raw\kaggle\Normal\Normal- (1247).jpg,Normal,Normal- (1247)
data\raw\kaggle\Normal\Normal- (3183).jpg,Normal,Normal- (3183)
data\raw\kaggle\Normal\Normal- (351).jpg,Normal,Normal- (351)
data\raw\kaggle\Normal\Normal- (1049).jpg,Normal,Normal- (1049)
data\raw\kaggle\Normal\Normal- (4812).jpg,Normal,Normal- (4812)
data\raw\kaggle\Normal\Normal- (1704).jpg,Normal,Normal- (1704)
data\raw\kaggle\Normal\Normal- (5027).jpg,Normal,Normal- (5027)
data\raw\kaggle\Normal\Normal- (3545).jpg,Normal,Normal- (3545)
data\raw\kaggle\Normal\Normal- (4765).jpg,Normal,Normal- (4765)
data\raw\kaggle\Normal\Normal- (4728).jpg,Normal,Normal- (4728)
data\raw\kaggle\Normal\Normal- (197).jpg,Normal,Normal- (197)
data\raw\kaggle\Normal\Normal- (2900).jpg,Normal,Normal- (2900)
data\raw\kaggle\Normal\Normal- (1312).jpg,Normal,Normal- (1312)
data\raw\kaggle\Normal\Normal- (4964).jpg,Normal,Normal- (4964)
data\raw\kaggle\Normal\Normal- (3515).jpg,Normal,Normal- (3515)
data\raw\kaggle\Normal\Normal- (1256).jpg,Normal,Normal- (1256)
data\raw\kaggle\Normal\Normal- (4704).jpg,Normal,Normal- (4704)
data\raw\kaggle\Normal\Normal- (1147).jpg,Normal,Normal- (1147)
data\raw\kaggle\Normal\Normal- (2878).jpg,Normal,Normal- (2878)
data\raw\kaggle\Normal\Normal- (2482).jpg,Normal,Normal- (2482)
data\raw\kaggle\Normal\Normal- (4216).jpg,Normal,Normal- (4216)
data\raw\kaggle\Normal\Normal- (2957).jpg,Normal,Normal- (2957)
data\raw\kaggle\Normal\Normal- (2917).jpg,Normal,Normal- (2917)
data\raw\kaggle\Normal\Normal- (3249).jpg,Normal,Normal- (3249)
data\raw\kaggle\Normal\Normal- (1349).jpg,Normal,Normal- (1349)
data\raw\kaggle\Normal\Normal- (3439).jpg,Normal,Normal- (3439)
data\raw\kaggle\Normal\Normal- (2772).jpg,Normal,Normal- (2772)
data\raw\kaggle\Normal\Normal- (1259).jpg,Normal,Normal- (1259)
data\raw\kaggle\Normal\Normal- (4141).jpg,Normal,Normal- (4141)
data\raw\kaggle\Normal\Normal- (2723).jpg,Normal,Normal- (2723)
data\raw\kaggle\Normal\Normal- (2886).jpg,Normal,Normal- (2886)
data\raw\kaggle\Normal\Normal- (3995).jpg,Normal,Normal- (3995)
data\raw\kaggle\Normal\Normal- (3424).jpg,Normal,Normal- (3424)
data\raw\kaggle\Normal\Normal- (3490).jpg,Normal,Normal- (3490)
data\raw\kaggle\Normal\Normal- (4715).jpg,Normal,Normal- (4715)
data\raw\kaggle\Normal\Normal- (3147).jpg,Normal,Normal- (3147)
data\raw\kaggle\Normal\Normal- (175).jpg,Normal,Normal- (175)
data\raw\kaggle\Normal\Normal- (2195).jpg,Normal,Normal- (2195)
data\raw\kaggle\Normal\Normal- (3201).jpg,Normal,Normal- (3201)
data\raw\kaggle\Normal\Normal- (2714).jpg,Normal,Normal- (2714)
data\raw\kaggle\Normal\Normal- (1636).jpg,Normal,Normal- (1636)
data\raw\kaggle\Normal\Normal- (2816).jpg,Normal,Normal- (2816)
data\raw\kaggle\Normal\Normal- (1287).jpg,Normal,Normal- (1287)
data\raw\kaggle\Normal\Normal- (4503).jpg,Normal,Normal- (4503)
data\raw\kaggle\Normal\Normal- (1269).jpg,Normal,Normal- (1269)
data\raw\kaggle\Normal\Normal- (4440).jpg,Normal,Normal- (4440)
data\raw\kaggle\Normal\Normal- (3502).jpg,Normal,Normal- (3502)
data\raw\kaggle\Normal\Normal- (3847).jpg,Normal,Normal- (3847)
data\raw\kaggle\Normal\Normal- (506).jpg,Normal,Normal- (506)
data\raw\kaggle\Normal\Normal- (719).jpg,Normal,Normal- (719)
data\raw\kaggle\Normal\Normal- (4823).jpg,Normal,Normal- (4823)
data\raw\kaggle\Normal\Normal- (1621).jpg,Normal,Normal- (1621)
data\raw\kaggle\Normal\Normal- (3041).jpg,Normal,Normal- (3041)
data\raw\kaggle\Normal\Normal- (5052).jpg,Normal,Normal- (5052)
data\raw\kaggle\Normal\Normal- (4198).jpg,Normal,Normal- (4198)
data\raw\kaggle\Normal\Normal- (3193).jpg,Normal,Normal- (3193)
data\raw\kaggle\Normal\Normal- (1273).jpg,Normal,Normal- (1273)
data\raw\kaggle\Normal\Normal- (4176).jpg,Normal,Normal- (4176)
data\raw\kaggle\Normal\Normal- (2501).jpg,Normal,Normal- (2501)
data\raw\kaggle\Normal\Normal- (3639).jpg,Normal,Normal- (3639)
data\raw\kaggle\Normal\Normal- (2100).jpg,Normal,Normal- (2100)
data\raw\kaggle\Normal\Normal- (2138).jpg,Normal,Normal- (2138)
data\raw\kaggle\Normal\Normal- (3714).jpg,Normal,Normal- (3714)
data\raw\kaggle\Normal\Normal- (855).jpg,Normal,Normal- (855)
data\raw\kaggle\Normal\Normal- (4830).jpg,Normal,Normal- (4830)
data\raw\kaggle\Normal\Normal- (1722).jpg,Normal,Normal- (1722)
data\raw\kaggle\Normal\Normal- (1793).jpg,Normal,Normal- (1793)
data\raw\kaggle\Normal\Normal- (2549).jpg,Normal,Normal- (2549)
data\raw\kaggle\Normal\Normal- (5037).jpg,Normal,Normal- (5037)
data\raw\kaggle\Normal\Normal- (4960).jpg,Normal,Normal- (4960)
data\raw\kaggle\Normal\Normal- (5035).jpg,Normal,Normal- (5035)
data\raw\kaggle\Normal\Normal- (537).jpg,Normal,Normal- (537)
data\raw\kaggle\Normal\Normal- (838).jpg,Normal,Normal- (838)
data\raw\kaggle\Normal\Normal- (4249).jpg,Normal,Normal- (4249)
data\raw\kaggle\Normal\Normal- (5).jpg,Normal,Normal- (5)
data\raw\kaggle\Normal\Normal- (4896).jpg,Normal,Normal- (4896)
data\raw\kaggle\Normal\Normal- (4287).jpg,Normal,Normal- (4287)
data\raw\kaggle\Normal\Normal- (2802).jpg,Normal,Normal- (2802)
data\raw\kaggle\Normal\Normal- (660).jpg,Normal,Normal- (660)
data\raw\kaggle\Normal\Normal- (2661).jpg,Normal,Normal- (2661)
data\raw\kaggle\Normal\Normal- (2996).jpg,Normal,Normal- (2996)
data\raw\kaggle\Normal\Normal- (2823).jpg,Normal,Normal- (2823)
data\raw\kaggle\Normal\Normal- (3951).jpg,Normal,Normal- (3951)
data\raw\kaggle\Normal\Normal- (2737).jpg,Normal,Normal- (2737)
data\raw\kaggle\Normal\Normal- (3767).jpg,Normal,Normal- (3767)
data\raw\kaggle\Normal\Normal- (812).jpg,Normal,Normal- (812)
data\raw\kaggle\Normal\Normal- (2469).jpg,Normal,Normal- (2469)
data\raw\kaggle\Normal\Normal- (2936).jpg,Normal,Normal- (2936)
data\raw\kaggle\Normal\Normal- (4218).jpg,Normal,Normal- (4218)
data\raw\kaggle\Normal\Normal- (1868).jpg,Normal,Normal- (1868)
data\raw\kaggle\Normal\Normal- (3619).jpg,Normal,Normal- (3619)
data\raw\kaggle\Normal\Normal- (3632).jpg,Normal,Normal- (3632)
data\raw\kaggle\Normal\Normal- (1536).jpg,Normal,Normal- (1536)
data\raw\kaggle\Normal\Normal- (3672).jpg,Normal,Normal- (3672)
data\raw\kaggle\Normal\Normal- (1449).jpg,Normal,Normal- (1449)
data\raw\kaggle\Normal\Normal- (3994).jpg,Normal,Normal- (3994)
data\raw\kaggle\Normal\Normal- (1002).jpg,Normal,Normal- (1002)
data\raw\kaggle\Normal\Normal- (4625).jpg,Normal,Normal- (4625)
data\raw\kaggle\Normal\Normal- (1380).jpg,Normal,Normal- (1380)
data\raw\kaggle\Normal\Normal- (4906).jpg,Normal,Normal- (4906)
data\raw\kaggle\Normal\Normal- (697).jpg,Normal,Normal- (697)
data\raw\kaggle\Normal\Normal- (320).jpg,Normal,Normal- (320)
data\raw\kaggle\Normal\Normal- (465).jpg,Normal,Normal- (465)
data\raw\kaggle\Normal\Normal- (2888).jpg,Normal,Normal- (2888)
data\raw\kaggle\Normal\Normal- (140).jpg,Normal,Normal- (140)
data\raw\kaggle\Normal\Normal- (1087).jpg,Normal,Normal- (1087)
data\raw\kaggle\Normal\Normal- (3282).jpg,Normal,Normal- (3282)
data\raw\kaggle\Normal\Normal- (327).jpg,Normal,Normal- (327)
data\raw\kaggle\Normal\Normal- (2728).jpg,Normal,Normal- (2728)
data\raw\kaggle\Normal\Normal- (772).jpg,Normal,Normal- (772)
data\raw\kaggle\Normal\Normal- (4947).jpg,Normal,Normal- (4947)
data\raw\kaggle\Normal\Normal- (3734).jpg,Normal,Normal- (3734)
data\raw\kaggle\Normal\Normal- (1348).jpg,Normal,Normal- (1348)
data\raw\kaggle\Normal\Normal- (139).jpg,Normal,Normal- (139)
data\raw\kaggle\Normal\Normal- (3933).jpg,Normal,Normal- (3933)
data\raw\kaggle\Normal\Normal- (3923).jpg,Normal,Normal- (3923)
data\raw\kaggle\Normal\Normal- (650).jpg,Normal,Normal- (650)
data\raw\kaggle\Normal\Normal- (3074).jpg,Normal,Normal- (3074)
data\raw\kaggle\Normal\Normal- (3560).jpg,Normal,Normal- (3560)
data\raw\kaggle\Normal\Normal- (2597).jpg,Normal,Normal- (2597)
data\raw\kaggle\Normal\Normal- (3986).jpg,Normal,Normal- (3986)
data\raw\kaggle\Normal\Normal- (486).jpg,Normal,Normal- (486)
data\raw\kaggle\Normal\Normal- (4579).jpg,Normal,Normal- (4579)
data\raw\kaggle\Normal\Normal- (4752).jpg,Normal,Normal- (4752)
data\raw\kaggle\Normal\Normal- (1947).jpg,Normal,Normal- (1947)
data\raw\kaggle\Normal\Normal- (2220).jpg,Normal,Normal- (2220)
data\raw\kaggle\Normal\Normal- (2933).jpg,Normal,Normal- (2933)
data\raw\kaggle\Normal\Normal- (3974).jpg,Normal,Normal- (3974)
data\raw\kaggle\Normal\Normal- (3862).jpg,Normal,Normal- (3862)
data\raw\kaggle\Normal\Normal- (1491).jpg,Normal,Normal- (1491)
data\raw\kaggle\Normal\Normal- (342).jpg,Normal,Normal- (342)
data\raw\kaggle\Normal\Normal- (1968).jpg,Normal,Normal- (1968)
data\raw\kaggle\Normal\Normal- (3605).jpg,Normal,Normal- (3605)
data\raw\kaggle\Normal\Normal- (3606).jpg,Normal,Normal- (3606)
data\raw\kaggle\Normal\Normal- (2805).jpg,Normal,Normal- (2805)
data\raw\kaggle\Normal\Normal- (4200).jpg,Normal,Normal- (4200)
data\raw\kaggle\Normal\Normal- (4537).jpg,Normal,Normal- (4537)
data\raw\kaggle\Normal\Normal- (1161).jpg,Normal,Normal- (1161)
data\raw\kaggle\Normal\Normal- (2109).jpg,Normal,Normal- (2109)
data\raw\kaggle\Normal\Normal- (2945).jpg,Normal,Normal- (2945)
data\raw\kaggle\Normal\Normal- (1129).jpg,Normal,Normal- (1129)
data\raw\kaggle\Normal\Normal- (1876).jpg,Normal,Normal- (1876)
data\raw\kaggle\Normal\Normal- (704).jpg,Normal,Normal- (704)
data\raw\kaggle\Normal\Normal- (403).jpg,Normal,Normal- (403)
data\raw\kaggle\Normal\Normal- (4164).jpg,Normal,Normal- (4164)
data\raw\kaggle\Normal\Normal- (1576).jpg,Normal,Normal- (1576)
data\raw\kaggle\Normal\Normal- (3324).jpg,Normal,Normal- (3324)
data\raw\kaggle\Normal\Normal- (15).jpg,Normal,Normal- (15)
data\raw\kaggle\Normal\Normal- (1116).jpg,Normal,Normal- (1116)
data\raw\kaggle\Normal\Normal- (1651).jpg,Normal,Normal- (1651)
data\raw\kaggle\Normal\Normal- (3358).jpg,Normal,Normal- (3358)
data\raw\kaggle\Normal\Normal- (2084).jpg,Normal,Normal- (2084)
data\raw\kaggle\Normal\Normal- (2007).jpg,Normal,Normal- (2007)
data\raw\kaggle\Normal\Normal- (919).jpg,Normal,Normal- (919)
data\raw\kaggle\Normal\Normal- (1830).jpg,Normal,Normal- (1830)
data\raw\kaggle\Normal\Normal- (4334).jpg,Normal,Normal- (4334)
data\raw\kaggle\Normal\Normal- (4874).jpg,Normal,Normal- (4874)
data\raw\kaggle\Normal\Normal- (4653).jpg,Normal,Normal- (4653)
data\raw\kaggle\Normal\Normal- (1135).jpg,Normal,Normal- (1135)
data\raw\kaggle\Normal\Normal- (3948).jpg,Normal,Normal- (3948)
data\raw\kaggle\Normal\Normal- (1163).jpg,Normal,Normal- (1163)
data\raw\kaggle\Normal\Normal- (4360).jpg,Normal,Normal- (4360)
data\raw\kaggle\Normal\Normal- (1162).jpg,Normal,Normal- (1162)
data\raw\kaggle\Normal\Normal- (78).jpg,Normal,Normal- (78)
data\raw\kaggle\Normal\Normal- (2517).jpg,Normal,Normal- (2517)
data\raw\kaggle\Normal\Normal- (4053).jpg,Normal,Normal- (4053)
data\raw\kaggle\Normal\Normal- (273).jpg,Normal,Normal- (273)
data\raw\kaggle\Normal\Normal- (4265).jpg,Normal,Normal- (4265)
data\raw\kaggle\Normal\Normal- (953).jpg,Normal,Normal- (953)
data\raw\kaggle\Normal\Normal- (1668).jpg,Normal,Normal- (1668)
data\raw\kaggle\Normal\Normal- (2479).jpg,Normal,Normal- (2479)
data\raw\kaggle\Normal\Normal- (569).jpg,Normal,Normal- (569)
data\raw\kaggle\Normal\Normal- (3138).jpg,Normal,Normal- (3138)
data\raw\kaggle\Normal\Normal- (4246).jpg,Normal,Normal- (4246)
data\raw\kaggle\Normal\Normal- (326).jpg,Normal,Normal- (326)
data\raw\kaggle\Normal\Normal- (4199).jpg,Normal,Normal- (4199)
data\raw\kaggle\Normal\Normal- (4706).jpg,Normal,Normal- (4706)
data\raw\kaggle\Normal\Normal- (950).jpg,Normal,Normal- (950)
data\raw\kaggle\Normal\Normal- (4787).jpg,Normal,Normal- (4787)
data\raw\kaggle\Normal\Normal- (1629).jpg,Normal,Normal- (1629)
data\raw\kaggle\Normal\Normal- (285).jpg,Normal,Normal- (285)
data\raw\kaggle\Normal\Normal- (4206).jpg,Normal,Normal- (4206)
data\raw\kaggle\Normal\Normal- (1401).jpg,Normal,Normal- (1401)
data\raw\kaggle\Normal\Normal- (3894).jpg,Normal,Normal- (3894)
data\raw\kaggle\Normal\Normal- (2169).jpg,Normal,Normal- (2169)
data\raw\kaggle\Normal\Normal- (4968).jpg,Normal,Normal- (4968)
data\raw\kaggle\Normal\Normal- (409).jpg,Normal,Normal- (409)
data\raw\kaggle\Normal\Normal- (3646).jpg,Normal,Normal- (3646)
data\raw\kaggle\Normal\Normal- (3414).jpg,Normal,Normal- (3414)
data\raw\kaggle\Normal\Normal- (2829).jpg,Normal,Normal- (2829)
data\raw\kaggle\Normal\Normal- (1251).jpg,Normal,Normal- (1251)
data\raw\kaggle\Normal\Normal- (1397).jpg,Normal,Normal- (1397)
data\raw\kaggle\Normal\Normal- (3586).jpg,Normal,Normal- (3586)
data\raw\kaggle\Normal\Normal- (670).jpg,Normal,Normal- (670)
data\raw\kaggle\Normal\Normal- (722).jpg,Normal,Normal- (722)
data\raw\kaggle\Normal\Normal- (3872).jpg,Normal,Normal- (3872)
data\raw\kaggle\Normal\Normal- (433).jpg,Normal,Normal- (433)
data\raw\kaggle\Normal\Normal- (5066).jpg,Normal,Normal- (5066)
data\raw\kaggle\Normal\Normal- (3895).jpg,Normal,Normal- (3895)
data\raw\kaggle\Normal\Normal- (4918).jpg,Normal,Normal- (4918)
data\raw\kaggle\Normal\Normal- (2976).jpg,Normal,Normal- (2976)
data\raw\kaggle\Normal\Normal- (760).jpg,Normal,Normal- (760)
data\raw\kaggle\Normal\Normal- (262).jpg,Normal,Normal- (262)
data\raw\kaggle\Normal\Normal- (1690).jpg,Normal,Normal- (1690)
data\raw\kaggle\Normal\Normal- (1887).jpg,Normal,Normal- (1887)
data\raw\kaggle\Normal\Normal- (3283).jpg,Normal,Normal- (3283)
data\raw\kaggle\Normal\Normal- (98).jpg,Normal,Normal- (98)
data\raw\kaggle\Normal\Normal- (2387).jpg,Normal,Normal- (2387)
data\raw\kaggle\Normal\Normal- (3245).jpg,Normal,Normal- (3245)
data\raw\kaggle\Normal\Normal- (3962).jpg,Normal,Normal- (3962)
data\raw\kaggle\Normal\Normal- (725).jpg,Normal,Normal- (725)
data\raw\kaggle\Normal\Normal- (2053).jpg,Normal,Normal- (2053)
data\raw\kaggle\Normal\Normal- (2261).jpg,Normal,Normal- (2261)
data\raw\kaggle\Normal\Normal- (3052).jpg,Normal,Normal- (3052)
data\raw\kaggle\Normal\Normal- (770).jpg,Normal,Normal- (770)
data\raw\kaggle\Normal\Normal- (3023).jpg,Normal,Normal- (3023)
data\raw\kaggle\Normal\Normal- (516).jpg,Normal,Normal- (516)
data\raw\kaggle\Normal\Normal- (477).jpg,Normal,Normal- (477)
data\raw\kaggle\Normal\Normal- (2646).jpg,Normal,Normal- (2646)
data\raw\kaggle\Normal\Normal- (2445).jpg,Normal,Normal- (2445)
data\raw\kaggle\Normal\Normal- (935).jpg,Normal,Normal- (935)
data\raw\kaggle\Normal\Normal- (3713).jpg,Normal,Normal- (3713)
data\raw\kaggle\Normal\Normal- (4636).jpg,Normal,Normal- (4636)
data\raw\kaggle\Normal\Normal- (3322).jpg,Normal,Normal- (3322)
data\raw\kaggle\Normal\Normal- (2798).jpg,Normal,Normal- (2798)
data\raw\kaggle\Normal\Normal- (947).jpg,Normal,Normal- (947)
data\raw\kaggle\Normal\Normal- (3929).jpg,Normal,Normal- (3929)
data\raw\kaggle\Normal\Normal- (25).jpg,Normal,Normal- (25)
data\raw\kaggle\Normal\Normal- (2527).jpg,Normal,Normal- (2527)
data\raw\kaggle\Normal\Normal- (3034).jpg,Normal,Normal- (3034)
data\raw\kaggle\Normal\Normal- (4244).jpg,Normal,Normal- (4244)
data\raw\kaggle\Normal\Normal- (870).jpg,Normal,Normal- (870)
data\raw\kaggle\Normal\Normal- (2140).jpg,Normal,Normal- (2140)
data\raw\kaggle\Normal\Normal- (4130).jpg,Normal,Normal- (4130)
data\raw\kaggle\Normal\Normal- (1140).jpg,Normal,Normal- (1140)
data\raw\kaggle\Normal\Normal- (111).jpg,Normal,Normal- (111)
data\raw\kaggle\Normal\Normal- (4619).jpg,Normal,Normal- (4619)
data\raw\kaggle\Normal\Normal- (2015).jpg,Normal,Normal- (2015)
data\raw\kaggle\Normal\Normal- (783).jpg,Normal,Normal- (783)
data\raw\kaggle\Normal\Normal- (3664).jpg,Normal,Normal- (3664)
data\raw\kaggle\Normal\Normal- (3213).jpg,Normal,Normal- (3213)
data\raw\kaggle\Normal\Normal- (4091).jpg,Normal,Normal- (4091)
data\raw\kaggle\Normal\Normal- (2951).jpg,Normal,Normal- (2951)
data\raw\kaggle\Normal\Normal- (4848).jpg,Normal,Normal- (4848)
data\raw\kaggle\Normal\Normal- (826).jpg,Normal,Normal- (826)
data\raw\kaggle\Normal\Normal- (1548).jpg,Normal,Normal- (1548)
